index,production_companies,production_countries,,
1185,"{{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""LBI Productions"", ""id"": 75017}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1186,"{{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Practical Pictures"", ""id"": 48788}, {""name"": ""Parallel Zide"", ""id"": 48792}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1187,"{{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""TSG Entertainment"", ""id"": 22213}}","{{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}}",,
1188,"{{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Davis Entertainment"", ""id"": 1302}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1189,"{{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Apatow Productions"", ""id"": 10105}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1190,"{{""name"": ""Miramax Films"", ""id"": 14}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1191,"{{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""DreamWorks Pictures"", ""id"": 7293}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1192,"{{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Pull Down Your Pants Pictures"", ""id"": 3907}, {""name"": ""Todd McFarlane Entertainment"", ""id"": 23364}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1193,"{{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""World 2000 Entertainment"", ""id"": 7692}, {""name"": ""Count of Monte Cristo Ltd."", ""id"": 7693}, {""name"": ""Touchstone Pictures"", ""id"": 9195}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1194,"{{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""Lionsgate"", ""id"": 1632}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1195,"{{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Panda Productions Inc."", ""id"": 12408}, {""name"": ""Horticus UK"", ""id"": 12409}}","{{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}}",,
1196,"{{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Syncopy"", ""id"": 9996}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1197,"{{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""BenderSpink"", ""id"": 6363}, {""name"": ""RatPac Entertainment"", ""id"": 28732}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1198,"{{""name"": ""Rainmaker Entertainment"", ""id"": 2213}, {""name"": ""Mainframe Entertainment"", ""id"": 5024}, {""name"": ""Weinstein Company, The"", ""id"": 7289}}","{{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1199,"{{""name"": ""Icon Productions"", ""id"": 152}, {""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""Touchstone Pictures"", ""id"": 9195}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1200,"{{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1201,"{{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Troublemaker Studios"", ""id"": 10807}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1202,"{{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Mirage Enterprises"", ""id"": 932}, {""name"": ""Northern Lights Entertainment"", ""id"": 8816}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1203,"{{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Pariah Entertainment Group"", ""id"": 1271}, {""name"": ""Grand Slam Productions"", ""id"": 23651}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1204,"{{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Sound for Film"", ""id"": 1143}, {""name"": ""Warner Bros."", ""id"": 6194}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1205,"{{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""MFPV Film"", ""id"": 69}, {""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""ShadowCatcher Entertainment"", ""id"": 12269}, {""name"": ""Daniel Bobker Productions"", ""id"": 12270}, {""name"": ""Brick Dust Productions LLC"", ""id"": 12271}}","{{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1206,"{{""name"": ""Walt Disney Pictures"", ""id"": 2}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1207,"{{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Original Film"", ""id"": 333}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1208,"{{""name"": ""Warner Bros."", ""id"": 6194}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1209,"{{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Constellation Entertainment"", ""id"": 14941}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1210,"{{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Warner Bros."", ""id"": 6194}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1211,"{{""name"": ""DreamWorks SKG"", ""id"": 27}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1212,"{{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1213,"{{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Brandywine Productions"", ""id"": 19747}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1214,"{{""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1215,"{{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1216,"{{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Reserve Room"", ""id"": 10222}, {""name"": ""Flower Films (II)"", ""id"": 19813}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1217,"{{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Big Talk Productions"", ""id"": 443}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Working Title Films"", ""id"": 10163}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}}",,
1218,"{{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Skydance Productions"", ""id"": 6277}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1219,"{{""name"": ""Dimension Films"", ""id"": 7405}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1220,"{{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Hofflund/Polone"", ""id"": 1685}, {""name"": ""Global Entertainment Productions GmbH & Company Medien KG"", ""id"": 9269}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1221,"{{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Ixtlan Productions"", ""id"": 525}, {""name"": ""Carolco Pictures"", ""id"": 14723}, {""name"": ""Bill Graham Films"", ""id"": 78806}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1222,"{{""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Sony Pictures Entertainment (SPE)"", ""id"": 7431}, {""name"": ""LStar Capital"", ""id"": 34034}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1223,"{{""name"": ""Laurence Mark Productions"", ""id"": 415}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Global Entertainment Productions GmbH & Company Medien KG"", ""id"": 9269}, {""name"": ""Nora Ephron Productions"", ""id"": 67153}}","{{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1224,"{{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Practical Pictures"", ""id"": 48788}, {""name"": ""Parallel Zide"", ""id"": 48792}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1225,"{{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Warner Bros."", ""id"": 6194}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1226,"{{""name"": ""Bel Air Entertainment"", ""id"": 788}, {""name"": ""Warner Bros."", ""id"": 6194}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1227,"{{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Wildgaze Films"", ""id"": 1508}, {""name"": ""Alan Greenspan Productions"", ""id"": 6401}, {""name"": ""Mars Media Beteiligungs"", ""id"": 6402}, {""name"": ""Flower Films (II)"", ""id"": 19813}, {""name"": ""ELC Productions Ltd."", ""id"": 73953}}","{{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1228,"{{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Apatow Productions"", ""id"": 10105}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1229,"{{""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Fuzzy Door Productions"", ""id"": 8789}, {""name"": ""Bluegrass Films"", ""id"": 27451}, {""name"": ""RGB Media"", ""id"": 31470}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1230,"{{""name"": ""Universal Pictures"", ""id"": 33}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1231,"{{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Warner Bros."", ""id"": 6194}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1232,"{{""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1233,"{{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Cent Productions Inc."", ""id"": 54336}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1234,"{{""name"": ""Amen Ra Films"", ""id"": 421}, {""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}}","{{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1235,"{{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Revolution Studios"", ""id"": 497}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1236,"{{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""Munich Film Partners & Company (MFP) BTC Productions"", ""id"": 42221}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1237,"{{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Cherry Alley Productions"", ""id"": 2232}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1238,"{{""name"": ""New Line Cinema"", ""id"": 12}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1239,"{{""name"": ""Crystal Sky Worldwide"", ""id"": 4077}, {""name"": ""MDP Worldwide"", ""id"": 10828}, {""name"": ""ApolloMedia Distribution"", ""id"": 16850}, {""name"": ""Carousel Picture Company, The"", ""id"": 19944}, {""name"": ""Signature Entertainment"", ""id"": 23770}, {""name"": ""Luxembourg Film Fund"", ""id"": 46195}, {""name"": ""D'Artagnan Productions Limited"", ""id"": 53010}, {""name"": ""Q&Q Medien GmbH"", ""id"": 53011}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""LU"", ""name"": ""Luxembourg""}}",,
1240,"{{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Ruby Films"", ""id"": 2054}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Focus Features"", ""id"": 10146}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1241,"{{""name"": ""Bel Air Entertainment"", ""id"": 788}, {""name"": ""Warner Bros."", ""id"": 6194}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1242,"{{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Eyetronics"", ""id"": 15763}, {""name"": ""Chime Films"", ""id"": 19965}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1243,"{{""name"": ""Scorsese Productions"", ""id"": 120}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1244,"{{""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}, {""name"": ""Touchstone Pictures"", ""id"": 9195}}","{{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1245,"{{""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""Grive Productions"", ""id"": 6877}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""A.J.O.Z. Films"", ""id"": 11473}}","{{""iso_3166_1"": ""FR"", ""name"": ""France""}}",,
1246,"{{""name"": ""Warner Bros."", ""id"": 6194}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1247,"{{""name"": ""Warner Bros. Pictures"", ""id"": 174}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Brad Grey Pictures"", ""id"": 10958}, {""name"": ""Sea Breeze Productions Inc."", ""id"": 76490}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1248,"{{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1249,"{{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Warner Bros."", ""id"": 6194}}","{{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1250,"{{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1251,"{{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Le Studio Canal+"", ""id"": 183}, {""name"": ""Carolco Pictures"", ""id"": 14723}}","{{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1252,"{{""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Pricel"", ""id"": 6542}, {""name"": ""Tohokushinsha Film"", ""id"": 12387}, {""name"": ""Commission du Film France"", ""id"": 20637}, {""name"": ""Commission du Film \u00cele-de-France"", ""id"": 20638}}","{{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}}",,
1253,"{{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1254,"{{""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}, {""name"": ""The Canton Company"", ""id"": 22351}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1255,"{{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Telecinco Cinema"", ""id"": 2674}, {""name"": ""Apaches Entertainment"", ""id"": 8111}, {""name"": ""Canal+ Espa\u00f1a"", ""id"": 9335}, {""name"": ""Instituto de la Cinematograf\u00eda y de las Artes Audiovisuales (ICAA)"", ""id"": 9974}, {""name"": ""Institut Valenci\u00e3 de Cinematografia (IVAC)"", ""id"": 18309}, {""name"": ""Mediaset Espa\u00f1a"", ""id"": 21632}, {""name"": ""La Trini"", ""id"": 53490}, {""name"": ""Generalitat Valenciana"", ""id"": 53491}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}}",,
1256,"{{""name"": ""Columbia Pictures"", ""id"": 5}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1257,"{{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Indian Paintbrush"", ""id"": 9350}, {""name"": ""American Empirical Pictures"", ""id"": 23449}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
